pmid	title	abstract	journal	year	pmc	eligible
42175501	Revealing drug targets for sepsis: An association study integrating Mendelian randomization, eQTL, pQTL, and protein-protein interaction networks.	This study aims to reveal drug targets for sepsis: an association study integrating Mendelian randomization (MR), expression quantitative trait loci, protein quantitative trait loci, and protein-protein interaction networks. We identified 43 druggable proteins associated with sepsis, with B3GALT6 emerging as a key player (P&#x2005;=&#x2005;5.24E-06). Sensitivity analyses indicated no significant h	Medicine	2026	PMC13201033	True
42183069	Mendelian Randomization Revealed Potential of mTOR Inhibitors for Treatment of Osteoporosis: Evidence From GWAS and Transcriptome Data.	Numerous preclinical studies suggested that targeted inhibition of mammalian target of rapamycin (mTOR) may be beneficial for the treatment of osteoporosis. However, the relevance of these findings to human populations remains unclear. We hypothesized that lifelong genetically higher mTOR expression leads to reduced bone mineral density (BMD), and we use Mendelian randomization to estimate its cau	International journal of endocrinology	2026	PMC13197831	True
42185655	Single-cell eQTL-based Mendelian randomization identifies immune cell subtype-specific regulators of epigenetic aging and prioritizes candidate therapeutic targets.	Epigenetic aging clocks offer precise measures of biological age, yet the causal contributions of immune gene expression within specific cell subtypes to epigenetic aging remain poorly understood. By integrating single-cell eQTL data from the OneK1K cohort with GWAS summary statistics for four epigenetic clocks (HannumAge Acceleration, IEAA, PhenoAge Acceleration, and GrimAge Acceleration), we per	Biogerontology	2026		False
42192968	Integrative Multi-Omics Analysis Identifies IL18R1 as a Circulating Prognostic Biomarker for Risk Stratification in Extensive-Stage Small Cell Lung Cancer.	Background: Small cell lung cancer (SCLC) carries a dismal prognosis with limited biomarkers for risk stratification. This study aimed to identify circulating prognostic biomarkers. Methods: We prioritized SCLC risk-associated genes using Summary-data-based Mendelian Randomization of pQTL/eQTL, differential expression, and weighted gene co-expression network analysis. Five machine learning approac	Cancers	2026	PMC13204795	False
42193490	Integrative Analysis of Major Depressive Disorder and Ovarian Cancer: From Genetic Association to Single-Cell Mechanisms.	Background: Although emerging evidence indicates that major depressive disorder (MDD) raises the risk of developing ovarian cancer (OC) and worsens survival, the biological mechanisms underlying this relationship remain unclear. This study explores the MDD-OC association using single-cell transcriptomics and genetic approaches. Methods: Using single-cell RNA-seq profiles of peripheral blood from M	Biomedicines	2026	PMC13204727	True
42196425	Integration of Brain Proteomes and Genome-Wide Association Data Identifies GLO1 as a Candidate Causal Gene and Therapeutic Target for Restless Legs Syndrome.	Restless legs syndrome (RLS) is a common sensorimotor disorder with limited treatment options and incompletely understood pathophysiology. Genome-wide association studies have identified numerous risk loci, but translating these findings into causal genes and therapeutic targets remains challenging. We performed a proteome-wide association study (PWAS) integrating RLS genome-wide association study	International journal of molecular sciences	2026	PMC13206922	False
42199945	Multi-Omics Mendelian Randomization and Colocalization Reveal Key Glycolipid Metabolism-Related Genes in Gestational Diabetes Mellitus.	Gestational diabetes mellitus (GDM) poses significant health risks, yet the causal genetic and epigenetic mechanisms linking glycolipid metabolism dysregulation to GDM remain elusive. This study aimed to identify key causal genes and regulatory pathways by integrating multi-omics data with large-scale genetic association studies. We leveraged GDM genome-wide association study (GWAS) data from the 	International journal of women's health	2026	PMC13199617	False
42210128	Reduced HSD17B1 expression in preeclampsia: integrated transcriptomic, summary Mendelian randomization, immune deconvolution, and experimental validation.	17&#x3b2;-hydroxysteroid dehydrogenase type 1 (HSD17B1) is a key placental steroidogenic enzyme that converts estrone to estradiol. Prior studies have suggested that reduced placental or circulating HSD17B1 is associated with preeclampsia (PE), but its position within the broader transcriptomic landscape and its relationship to immune changes remain incompletely characterized. Placental transcript	BMC pregnancy and childbirth	2026	PMC13412189	False
42210767	Noninvasive early warning markers for ovarian cancer: a Mendelian randomization study.	"Early warning markers of ovarian cancer, especially those that can be detected through noninvasive methods, are very limited; therefore, this study aimed to investigate noninvasive biomarkers for ovarian cancer. We acquired ""malignant neoplasm of ovary, excluding all cancers (controls excluding all cancers)"" (2,339 cases and 222,078 controls) genome-wide association study summary statistics from F"	Journal of gynecologic oncology	2026		False
42220486	MAPRE2 is associated with macrophage-enriched innate immune dysregulation and malignant phenotypes in hepatocellular carcinoma.	Hepatocellular carcinoma (HCC) remains difficult to treat, and molecular determinants that link malignant behavior to the innate immune microenvironment are still needed. We integrated two-sample Mendelian randomization using cis-eQTL and cis-pQTL instruments with tumor transcriptomics, immune deconvolution, DNA methylation analyses, single-cell RNA sequencing, and loss-of-function assays to prior	Frontiers in immunology	2026	PMC13215804	False
42230780	GFPT1 as a cross-ancestry validated target for degenerative spinal disease: genetic association in a Chinese cohort and functional characterization in zebrafish.	Degenerative spinal disease (DSD), including spinal stenosis and spondylosis, lacks effective pharmacological treatment. To identify druggable targets and assess cross-ancestry applicability, we integrate multi-omics analyses using Summary-data-based Mendelian Randomization (SMR), colocalization, and two-sample Mendelian randomization with European whole-blood, peripheral-blood, and CSF eQTL/pQTL 	Communications biology	2026		False
42232179	The crotonylation reader DPF2 promotes the development and progression of colon adenocarcinoma through cell-type-specific immune regulation and metabolic reprogramming.	The crotonylation reader DPF2 has been implicated in tumor progression, but its role in colon adenocarcinoma (COAD), especially in cell-type-specific immune regulation and metabolic reprogramming, remains unclear. We conducted an integrative multi-omics study combining genetic association analysis for COAD, public transcriptomic validation data, CRC-context single-cell and spatial transcriptomic d	Frontiers in pharmacology	2026	PMC13223100	False
